og	gos
COG0268	GO:0003723,GO:0097159,GO:0005488,GO:0003676,GO:1901363,GO:0003735,GO:0005198,GO:0019843,GO:0044249,GO:0034645,GO:0044267,GO:0044260,GO:0071704,GO:0010467,GO:0009987,GO:1901576,GO:0009058,GO:0009059,GO:0008152,GO:0044238,GO:0019538,GO:0044237,GO:0043170,GO:0006412,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044444,GO:0044424,GO:0043229,GO:0043226,GO:0043228,GO:0030529,GO:0032991,GO:0005840,GO:0043232
COG0015	GO:0003824,GO:0016829,GO:0016840,GO:0016842,GO:0004018,GO:0070626,GO:0016853,GO:0047472,GO:0016872,GO:0008152,GO:0009987,GO:0044237,GO:0044710,GO:0006725,GO:1901360,GO:0044281,GO:0071704,GO:0009152,GO:0044238,GO:0046483,GO:1901564,GO:0006807,GO:0034641,GO:0006139,GO:0055086,GO:0072521,GO:0006796,GO:0006793,GO:0006163,GO:0019637,GO:0006753,GO:0009117,GO:0006164,GO:0009259,GO:0009150,GO:0044249,GO:1901135,GO:0019693,GO:0009058,GO:0009165,GO:1901362,GO:1901566,GO:0019438,GO:1901576,GO:0018130,GO:0034654,GO:0090407,GO:0044271,GO:1901293,GO:0072522,GO:0009260,GO:0046390,GO:1901137,GO:0009167,GO:0009161,GO:0009123,GO:0009126,GO:0009168,GO:0009156,GO:0009127,GO:0009124,GO:0006188,GO:0046040,GO:0019439,GO:0044248,GO:0009056,GO:1901361,GO:1901575,GO:0043436,GO:0006082,GO:0019752,GO:0044282,GO:0044712,GO:0042537,GO:0019336,GO:0032787,GO:0072329,GO:0016054,GO:0046395,GO:1901616,GO:1901615,GO:0009712,GO:0046278,GO:0018958,GO:0019614,GO:0019619
COG0363	GO:0003824,GO:0016787,GO:0016853,GO:0016861,GO:0016860,GO:0004342,GO:0019239,GO:0016788,GO:0017057,GO:0052689,GO:0008152,GO:0071704,GO:0005975,GO:0044238,GO:0009987,GO:0044237,GO:1901575,GO:0009056,GO:0044710,GO:0044281,GO:0006040,GO:1901135,GO:1901071,GO:0006044,GO:0055114,GO:0006006,GO:0005996,GO:0019318,GO:0044723,GO:0006807,GO:0019637,GO:0034641,GO:0006796,GO:0006793,GO:1901360,GO:0046483,GO:0006753,GO:0006139,GO:0006725,GO:0055086,GO:0009117,GO:0006098,GO:1901564,GO:0046496,GO:0051186,GO:0006739,GO:0006732,GO:0006733,GO:0072524,GO:0019362,GO:0019320,GO:0016052,GO:0044724,GO:0006740,GO:0006007,GO:0046365,GO:0046348,GO:1901136,GO:0043436,GO:0006082,GO:0019752,GO:0044282,GO:0044712,GO:0016054,GO:0006054,GO:0046395,GO:0044248,GO:0019262
COG0097	GO:0005198,GO:0003735,GO:0003723,GO:0005488,GO:0003676,GO:1901363,GO:0097159,GO:0019843,GO:0009987,GO:0019538,GO:0044267,GO:0044260,GO:0008152,GO:0044249,GO:0034645,GO:0043170,GO:0071704,GO:0010467,GO:1901576,GO:0009058,GO:0009059,GO:0044238,GO:0044237,GO:0006412,GO:0005622,GO:0044464,GO:0005623,GO:0043229,GO:0043226,GO:0005737,GO:0044424,GO:0005840,GO:0044444,GO:0030529,GO:0043228,GO:0043232,GO:0032991
COG0188	GO:0003916,GO:0016853,GO:0003824,GO:0016887,GO:0042623,GO:0016787,GO:0017111,GO:0008094,GO:0016818,GO:0016817,GO:0016462,GO:0005488,GO:0003918,GO:0061505,GO:1901363,GO:0043167,GO:0097159,GO:0000166,GO:0035639,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0009987,GO:0046483,GO:0006807,GO:0034641,GO:0044238,GO:0044237,GO:1901360,GO:0006139,GO:0006725,GO:0071704,GO:0008152,GO:0044260,GO:0006259,GO:0043170,GO:0090304,GO:0071103,GO:0006265,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0009169,GO:0009199,GO:0009261,GO:1901292,GO:0006753,GO:0019693,GO:0006796,GO:0006793,GO:0044710,GO:0046034,GO:0044248,GO:0009123,GO:0006195,GO:0006200,GO:0009116,GO:0009259,GO:1901136,GO:0072521,GO:0072523,GO:0046130,GO:1901361,GO:0042454,GO:1901564,GO:1901565,GO:0019637,GO:1901135,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0046700,GO:0034655,GO:0044270,GO:0042278,GO:0009117,GO:0009119,GO:0009056,GO:1901657,GO:1901658,GO:0009207,GO:0009205,GO:0009203,GO:0046128,GO:0006163,GO:0019439,GO:1901575,GO:0009158,GO:0009154,GO:0009150,GO:0009128,GO:0009126,GO:0009125,GO:0055086,GO:0006152,GO:0009058,GO:0009059,GO:1901576,GO:0044249,GO:0034645,GO:0006260,GO:0006261,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0005694,GO:0043228,GO:0043232,GO:0005737
COG0223	GO:0016742,GO:0016740,GO:0016741,GO:0003824,GO:0004479,GO:0008168,GO:0006413,GO:0009058,GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044238,GO:0044249,GO:1901576,GO:0043170,GO:0044260,GO:0034645,GO:0009059,GO:0006412,GO:0032259,GO:0019538,GO:0044267,GO:0010467,GO:0071951,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0034660,GO:0043412,GO:0036211,GO:0016070,GO:0090304,GO:0006464,GO:0006399,GO:0009451,GO:0034470,GO:0019988,GO:0008033,GO:0006400,GO:0006396
COG0291	GO:0005198,GO:0003735,GO:0071704,GO:0044238,GO:0034645,GO:0044260,GO:0044267,GO:0019538,GO:0009987,GO:0010467,GO:0044237,GO:0043170,GO:0044249,GO:0009058,GO:0009059,GO:0008152,GO:1901576,GO:0006412,GO:0005622,GO:0043229,GO:0043226,GO:0005737,GO:0044464,GO:0005623,GO:0044444,GO:0044424,GO:0030529,GO:0043228,GO:0032991,GO:0005840,GO:0043232
COG0707	GO:0016740,GO:0003824,GO:0016758,GO:0016757,GO:0030246,GO:0005488,GO:0008194,GO:0008375,GO:0050511,GO:0051991,GO:0008152,GO:0009987,GO:0044710,GO:0071704,GO:0044237,GO:0006629,GO:0044255,GO:0044238,GO:0009058,GO:0044249,GO:1901576,GO:1901135,GO:1901137,GO:0044723,GO:0005975,GO:0070085,GO:0030258,GO:0030259,GO:0044281,GO:0006807,GO:1901360,GO:0046483,GO:0034641,GO:0006139,GO:0006725,GO:0046349,GO:0009165,GO:1901362,GO:0019277,GO:0019276,GO:0006040,GO:0019637,GO:0019438,GO:0018130,GO:0090407,GO:0044271,GO:1901293,GO:0006753,GO:0034654,GO:0055086,GO:0009225,GO:0009226,GO:0009117,GO:0006796,GO:0006793,GO:0044260,GO:0034645,GO:0043170,GO:0009059,GO:0044763,GO:0044699,GO:0071840,GO:1901564,GO:1901566,GO:0070589,GO:0030203,GO:0009252,GO:0009273,GO:0044038,GO:0042546,GO:0006022,GO:0006024,GO:0044036,GO:0071554,GO:0000270,GO:0006023,GO:0044085,GO:0008360,GO:0022604,GO:0022603,GO:0050789,GO:0065007,GO:0065008,GO:0050793,GO:0050794,GO:0051128,GO:0007049,GO:0051301,GO:0006664,GO:0006643,GO:0008610,GO:0046467,GO:0009247,GO:0044464,GO:0005623,GO:0016020,GO:0071944,GO:0005886
COG0756	GO:0016787,GO:0003824,GO:0016818,GO:0016817,GO:0004170,GO:0047429,GO:0016462,GO:0046872,GO:0005488,GO:0043167,GO:0043169,GO:0000287,GO:0008152,GO:0009987,GO:0044237,GO:1901360,GO:0046483,GO:0006807,GO:0006139,GO:0034641,GO:0006725,GO:0071704,GO:0044238,GO:0044281,GO:0044710,GO:0055086,GO:0019637,GO:0006753,GO:1901135,GO:0009117,GO:0006796,GO:0006793,GO:0009262,GO:0009394,GO:0019692,GO:1901564,GO:0046080,GO:0072527,GO:0009211,GO:0009219,GO:0009200,GO:0009141,GO:0009147,GO:0006220,GO:1901576,GO:0044249,GO:0009058,GO:1901362,GO:1901566,GO:0019438,GO:0018130,GO:0034654,GO:0044271,GO:1901137,GO:0009165,GO:0090407,GO:1901293,GO:0009123,GO:0072528,GO:0009162,GO:0009130,GO:0009177,GO:0009176,GO:0009157,GO:0009265,GO:0046385,GO:0009263,GO:0009129,GO:0009124,GO:0006226,GO:0046078,GO:0006221,GO:0009221
COG0018	GO:0004812,GO:0016874,GO:0000166,GO:0004814,GO:0003824,GO:0016875,GO:0016876,GO:0035639,GO:0005488,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0043167,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0006418,GO:0008152,GO:0006412,GO:0019538,GO:0044267,GO:0044260,GO:0044249,GO:0034645,GO:0009987,GO:0043170,GO:0071704,GO:0010467,GO:1901576,GO:0009058,GO:0009059,GO:0044238,GO:0044237,GO:0044281,GO:1901360,GO:0044710,GO:0046483,GO:0043436,GO:1901564,GO:0043038,GO:0043039,GO:0006807,GO:0034660,GO:0016070,GO:0034641,GO:0006139,GO:0006725,GO:0006082,GO:0019752,GO:0090304,GO:0006520,GO:0006399,GO:0006420,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0806	GO:0005488,GO:0043021,GO:0043022,GO:0090304,GO:0034641,GO:0006807,GO:0006139,GO:0044260,GO:1901360,GO:0071704,GO:0010467,GO:0009987,GO:0006725,GO:0008152,GO:0046483,GO:0016070,GO:0044238,GO:0044237,GO:0043170,GO:0006396,GO:0034660,GO:0071840,GO:0042254,GO:0006364,GO:0022613,GO:0034470,GO:0016072,GO:0044085,GO:0042274,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0044444,GO:0043228,GO:0030529,GO:0032991,GO:0005840,GO:0043232
COG1219	GO:0005488,GO:0043167,GO:0000166,GO:1901363,GO:0097159,GO:0035639,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016787,GO:0003824,GO:0017111,GO:0016818,GO:0016817,GO:0016462,GO:0046872,GO:0043169,GO:0046914,GO:0008270,GO:0008233,GO:0008152,GO:0071704,GO:0044238,GO:0043170,GO:0019538,GO:0009987,GO:0044237,GO:0044260,GO:0044267,GO:0006457,GO:0006508
COG2180	GO:0008940,GO:0016661,GO:0003824,GO:0016491,GO:0022607,GO:0070271,GO:0043933,GO:0034622,GO:0071840,GO:0071822,GO:0016043,GO:0065003,GO:0051131,GO:0006461,GO:0043623,GO:0044085,GO:0008152,GO:0044710,GO:0055114
COG0162	GO:0004812,GO:0016874,GO:0003824,GO:0016875,GO:0016876,GO:0005488,GO:1901363,GO:0097159,GO:0000166,GO:0043167,GO:0043168,GO:0035639,GO:0001883,GO:0001882,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0004831,GO:0003676,GO:0003723,GO:0008152,GO:0006418,GO:0009987,GO:0006412,GO:0044260,GO:0043170,GO:0044237,GO:0071704,GO:0010467,GO:0044238,GO:0019538,GO:0044267,GO:0044249,GO:0034645,GO:1901576,GO:0009058,GO:0009059,GO:1901360,GO:0046483,GO:0006807,GO:0016070,GO:0034641,GO:0006139,GO:0006725,GO:0090304,GO:0044281,GO:0044710,GO:0043436,GO:1901564,GO:0043038,GO:0043039,GO:0034660,GO:0006082,GO:0019752,GO:0006520,GO:0006399,GO:0006437,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0711	GO:0015078,GO:0015077,GO:0005215,GO:0008324,GO:0022891,GO:0022890,GO:0022892,GO:0015075,GO:0022857,GO:0003824,GO:0016787,GO:0016887,GO:0042625,GO:0042626,GO:0016820,GO:0042623,GO:0015399,GO:0022804,GO:0017111,GO:0044769,GO:0016818,GO:0043492,GO:0046933,GO:0016817,GO:0019829,GO:0016462,GO:0015405,GO:0015986,GO:0008152,GO:0009167,GO:0009161,GO:0044710,GO:0009199,GO:0046483,GO:0009205,GO:0046128,GO:1901564,GO:0034641,GO:0006163,GO:0019637,GO:0044281,GO:0009141,GO:0009144,GO:0006807,GO:0015992,GO:0009259,GO:0044699,GO:0006812,GO:0006818,GO:0006811,GO:0009150,GO:0044763,GO:0006753,GO:0009123,GO:0009126,GO:0006139,GO:0051234,GO:0042278,GO:0006810,GO:0015672,GO:0009987,GO:0006725,GO:0055085,GO:0055086,GO:1901135,GO:0044237,GO:0072521,GO:1901360,GO:0071704,GO:0046034,GO:0034220,GO:0044765,GO:0009117,GO:0009116,GO:0009119,GO:0051179,GO:0044238,GO:0019693,GO:1901657,GO:0006796,GO:0006793,GO:0009165,GO:0009163,GO:0046129,GO:0009168,GO:0009206,GO:0009201,GO:0042451,GO:0042455,GO:1901566,GO:0006164,GO:0019438,GO:0009142,GO:0009145,GO:1901576,GO:1901362,GO:0018130,GO:0009156,GO:0009152,GO:0009260,GO:0034654,GO:0090407,GO:0015985,GO:0044271,GO:0046390,GO:0009058,GO:1901293,GO:0006754,GO:0044249,GO:0009127,GO:0009124,GO:1901137,GO:0072522,GO:1901659,GO:0046434,GO:0009166,GO:0009164,GO:0046130,GO:0009169,GO:0009207,GO:0009203,GO:0019439,GO:0042454,GO:1901565,GO:0009143,GO:0009146,GO:0006195,GO:1901575,GO:0006200,GO:1901361,GO:0009158,GO:0009154,GO:0009261,GO:0034655,GO:0046700,GO:0044270,GO:1901292,GO:0044248,GO:0009128,GO:0009125,GO:1901136,GO:0072523,GO:0006152,GO:0009056,GO:1901658,GO:0042777,GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044425,GO:0043234,GO:0032991,GO:0045259,GO:0016469,GO:0045263,GO:0033177,GO:0031224,GO:0016021,GO:0071944,GO:0005886,GO:0034357,GO:0009579,GO:0044436,GO:0042651
COG0439	GO:0005488,GO:0043167,GO:0000166,GO:1901363,GO:0097159,GO:0043168,GO:0036094,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0035639,GO:0030554,GO:0001883,GO:0001882,GO:0046872,GO:0043169,GO:0003824,GO:0016874,GO:0016879,GO:0004075,GO:0016885,GO:0016421,GO:0003989,GO:0008152,GO:0071704,GO:0009987,GO:0044710,GO:0044237,GO:0044238,GO:0009058,GO:1901576,GO:0044281,GO:0044249,GO:0043436,GO:0006082,GO:0019752,GO:0044283,GO:0044711,GO:0046394,GO:0016053,GO:0006629,GO:0044255,GO:0006633,GO:0006631,GO:0008610,GO:0072330,GO:0032787
COG1620	GO:0022857,GO:0005215,GO:0022891,GO:0022892,GO:0015075,GO:0005342,GO:0008028,GO:0015129,GO:0008509,GO:0046943,GO:0008514,GO:1901618,GO:0035873,GO:0044699,GO:0009987,GO:0044763,GO:0051179,GO:0006811,GO:0006810,GO:0034220,GO:0044765,GO:0051234,GO:0055085,GO:0015850,GO:0015727,GO:0006820,GO:0071702,GO:0015718,GO:0015849,GO:0015711,GO:0046942,GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044459,GO:0016021,GO:0005887,GO:0044425,GO:0031226,GO:0031224
COG0503	GO:0016740,GO:0003824,GO:0016757,GO:0016763,GO:0003999,GO:0000310,GO:0005488,GO:1901363,GO:0097159,GO:0043167,GO:0003676,GO:0003677,GO:0043169,GO:0046872,GO:0000287,GO:0008152,GO:0009987,GO:0044237,GO:0044281,GO:1901360,GO:0044710,GO:0006807,GO:0034641,GO:0071704,GO:0044238,GO:0046483,GO:1901564,GO:0006139,GO:0006725,GO:0055086,GO:0009116,GO:1901135,GO:1901657,GO:0009058,GO:1901362,GO:1901576,GO:0044271,GO:0044249,GO:0019438,GO:0018130,GO:0034654,GO:1901566,GO:0072521,GO:0072522,GO:0043094,GO:0043101,GO:1901137,GO:0042451,GO:0046129,GO:0046128,GO:0042455,GO:0009163,GO:0042278,GO:0009119,GO:1901659,GO:0006166,GO:0043174,GO:0006796,GO:0006793,GO:0009167,GO:0009165,GO:0009161,GO:0006163,GO:0006164,GO:0019637,GO:0009259,GO:0009168,GO:0009156,GO:0009152,GO:0009150,GO:0009260,GO:0090407,GO:0046390,GO:1901293,GO:0006753,GO:0009123,GO:0009126,GO:0009127,GO:0009124,GO:0009117,GO:0019693,GO:0032261,GO:0043173,GO:0009112,GO:0006144,GO:0042440,GO:0046148,GO:0043096,GO:0046112,GO:0009113,GO:0006168,GO:0046083,GO:0046084,GO:0046033,GO:0006167,GO:0044209,GO:0032265,GO:0097293,GO:0097292,GO:0046110,GO:0065007,GO:0080090,GO:0019222,GO:0060255,GO:2001141,GO:0051252,GO:0050789,GO:0009889,GO:0050794,GO:0006355,GO:0010556,GO:0051171,GO:0031326,GO:0031323,GO:2000112,GO:0010468,GO:0019219,GO:0048519,GO:0051253,GO:0009892,GO:0009890,GO:0010629,GO:0010605,GO:0010558,GO:0045982,GO:0045892,GO:0031327,GO:0031324,GO:2000113,GO:0045934,GO:0051172,GO:0006141,GO:0048523,GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424,GO:0071944,GO:0016020,GO:0005886
COG0583	GO:0003700,GO:0001071,GO:0005488,GO:1901363,GO:0097159,GO:0003676,GO:0003677,GO:0080090,GO:0019222,GO:0050789,GO:0065007,GO:0050794,GO:0031323,GO:0060255,GO:2001141,GO:0009889,GO:0006355,GO:0010556,GO:0051252,GO:0031326,GO:2000112,GO:0010468,GO:0019219,GO:0051171,GO:0008152,GO:1901360,GO:0046483,GO:0006807,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:0034641,GO:0006139,GO:0006725,GO:1901362,GO:0019438,GO:1901576,GO:0044260,GO:0018130,GO:0034654,GO:0016070,GO:0044271,GO:0006351,GO:0032774,GO:0044249,GO:0034645,GO:0043170,GO:0090304,GO:0010467,GO:0009058,GO:0009059
COG0773	GO:0016874,GO:0003824,GO:0035639,GO:0016881,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016879,GO:0008763,GO:0009058,GO:0008152,GO:0044699,GO:0009987,GO:0044763,GO:0044710,GO:0071840,GO:0071554,GO:0030203,GO:0034645,GO:0044036,GO:0006807,GO:0009252,GO:0044038,GO:1901576,GO:0044260,GO:0071704,GO:0044085,GO:0000270,GO:0042546,GO:1901564,GO:1901566,GO:0009273,GO:1901137,GO:1901135,GO:0070589,GO:0044237,GO:0043170,GO:0009059,GO:0006022,GO:0006023,GO:0044249,GO:0006024,GO:0022604,GO:0022603,GO:0051128,GO:0050789,GO:0065007,GO:0065008,GO:0051301,GO:0050793,GO:0050794,GO:0008360,GO:0007049,GO:0045229,GO:0071555,GO:0016043,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0064	GO:0016884,GO:0016874,GO:0003824,GO:0016879,GO:1901363,GO:0097159,GO:0005488,GO:0000166,GO:0035639,GO:0043167,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016740,GO:0050567,GO:0008152,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:0044260,GO:0043170,GO:0010467,GO:0006412,GO:0044249,GO:0034645,GO:1901576,GO:0044267,GO:0009058,GO:0009059,GO:0019538,GO:0006807,GO:0019752,GO:0044281,GO:0044710,GO:0006520,GO:0043436,GO:1901564,GO:0006082,GO:0090304,GO:0034641,GO:1901360,GO:0034660,GO:0016070,GO:0006139,GO:0006725,GO:0046483,GO:0006399,GO:0043038,GO:0043039,GO:0044699,GO:0044763,GO:0007005,GO:0071840,GO:0016043,GO:0032543,GO:0070681,GO:0006996,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044444,GO:0005739,GO:0030956,GO:0043234,GO:0032991
COG1196	GO:0005488,GO:1901363,GO:0097159,GO:0000166,GO:0043167,GO:1901265,GO:0036094,GO:0032549,GO:0017076,GO:0005524,GO:0032559,GO:0032555,GO:0032553,GO:0035639,GO:0043168,GO:0030554,GO:0032550,GO:0001883,GO:0001882,GO:0003676,GO:0003677,GO:0009987,GO:0044699,GO:0044763,GO:0008152,GO:0044237,GO:0071704,GO:0044238,GO:0046483,GO:1901360,GO:0034641,GO:0006807,GO:0006139,GO:0006725,GO:0044260,GO:0043170,GO:0090304,GO:0006259,GO:0051276,GO:0071840,GO:0016043,GO:0006996,GO:0050896,GO:0051716,GO:0033554,GO:0006950,GO:0006974,GO:0006281,GO:0006310,GO:0007049,GO:0022402,GO:0007059,GO:0030261,GO:0006323,GO:0071103,GO:0007062,GO:0044249,GO:0009058,GO:1901576,GO:0009059,GO:0034645,GO:0006260,GO:0006302,GO:0000725,GO:0000724,GO:0000278,GO:0007067,GO:0000280,GO:0048285,GO:0000070,GO:0000819,GO:0007076,GO:0044424,GO:0044464,GO:0005623,GO:0005622,GO:0043229,GO:0043226,GO:0005694,GO:0043232,GO:0043228,GO:0005737,GO:0044422,GO:0044446,GO:0044427,GO:0032991,GO:0000793,GO:0043234,GO:0005634,GO:0043231,GO:0043227,GO:0030915,GO:0000796
COG0826	GO:0008233,GO:0016787,GO:0003824,GO:0019538,GO:0008152,GO:0006508,GO:0043170,GO:0071704,GO:0044238
COG0047	GO:0003824,GO:0016874,GO:0016879,GO:0016884,GO:0004642,GO:0000166,GO:0035639,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0005488,GO:0008152,GO:0044281,GO:0044710,GO:1901564,GO:0006807,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:1901360,GO:0046483,GO:0034641,GO:0006139,GO:0006725,GO:0055086,GO:0072521,GO:1901362,GO:0019438,GO:1901576,GO:0018130,GO:0044271,GO:0044249,GO:0009058,GO:1901566,GO:0072522,GO:0019637,GO:0006753,GO:0006796,GO:0006793,GO:0006163,GO:0009117,GO:0006164,GO:0009259,GO:0009150,GO:0034654,GO:0090407,GO:1901293,GO:1901135,GO:0019693,GO:0009165,GO:0009161,GO:0009123,GO:0009167,GO:0009156,GO:0009126,GO:0009152,GO:0009260,GO:0046390,GO:1901137,GO:0009124,GO:0009168,GO:0006189,GO:0006188,GO:0009127,GO:0046040,GO:0006541,GO:0043436,GO:0009064,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0217	GO:0097159,GO:0005488,GO:0003676,GO:0003677,GO:1901363,GO:0008152,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0009889,GO:0050794,GO:0010556,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0010467,GO:0006725,GO:0009987,GO:0046483,GO:0016070,GO:0044238,GO:0044237,GO:0043170,GO:0032774,GO:0044249,GO:0034645,GO:1901362,GO:0018130,GO:1901576,GO:0019219,GO:0009058,GO:0009059,GO:0051171,GO:2001141,GO:0034654,GO:0044271,GO:0051252,GO:0006355,GO:0006351,GO:0019438,GO:0005737,GO:0044464,GO:0005622,GO:0005623,GO:0044424
COG0304	GO:0003824,GO:0016740,GO:0016746,GO:0016747,GO:0033817,GO:0004312,GO:0004315,GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0009058,GO:0071704,GO:0006629,GO:0044249,GO:0044238,GO:0006633,GO:0044255,GO:1901576,GO:0006631,GO:0008610,GO:0044711,GO:0044281,GO:0032787,GO:0043436,GO:0016053,GO:0044283,GO:0072330,GO:0046394,GO:0006082,GO:0019752
COG0566	GO:0008168,GO:0016740,GO:0016741,GO:0003824,GO:0008173,GO:0005488,GO:0003676,GO:1901363,GO:0097159,GO:0003723,GO:0008757,GO:0008649,GO:0008171,GO:0016435,GO:0070039,GO:0008175,GO:0016423,GO:0009020,GO:0001510,GO:0032259,GO:0008152,GO:0006396,GO:0009451,GO:0046483,GO:0006807,GO:0044260,GO:1901360,GO:0043412,GO:0043414,GO:0016070,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0010467,GO:0044238,GO:0044237,GO:0000451,GO:0034470,GO:0034660,GO:0031167,GO:0000154,GO:0071840,GO:0006364,GO:0042254,GO:0016072,GO:0022613,GO:0044085,GO:0008033,GO:0030488,GO:0006400,GO:0006399,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1841	GO:0005198,GO:0003735,GO:0009987,GO:0044260,GO:0008152,GO:0044238,GO:0043170,GO:0071704,GO:0010467,GO:0044237,GO:0044249,GO:0019538,GO:1901576,GO:0034645,GO:0044267,GO:0009058,GO:0009059,GO:0006412,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0043228,GO:0043232,GO:0030529,GO:0005737,GO:0005840,GO:0032991,GO:0044444,GO:0044446,GO:0044422,GO:0015934,GO:0044391
COG0735	GO:0003700,GO:0001071,GO:0005488,GO:1901363,GO:0097159,GO:0003676,GO:0003677,GO:0080090,GO:0019222,GO:2001141,GO:0060255,GO:0050789,GO:0065007,GO:0009889,GO:0050794,GO:0006355,GO:0010556,GO:0051252,GO:0031326,GO:0031323,GO:2000112,GO:0010468,GO:0019219,GO:0051171
COG0125	GO:0016301,GO:0016740,GO:0003824,GO:0016772,GO:0019205,GO:0016776,GO:0019201,GO:0004798,GO:0000166,GO:0035639,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0097159,GO:0032555,GO:0032550,GO:0032553,GO:0009987,GO:0008152,GO:0044237,GO:0006796,GO:0006793,GO:0016310,GO:0044281,GO:1901360,GO:0046483,GO:0006807,GO:0006139,GO:0044710,GO:0034641,GO:0006725,GO:0055086,GO:0071704,GO:0044238,GO:0019637,GO:0006753,GO:0009117,GO:0046939,GO:0009165,GO:1901362,GO:1901564,GO:0019438,GO:1901576,GO:0018130,GO:0034654,GO:0090407,GO:0044271,GO:1901293,GO:0044249,GO:0006220,GO:1901135,GO:0072527,GO:0009058,GO:0009219,GO:1901566,GO:0006221,GO:0009263,GO:0009262,GO:0009265,GO:0009394,GO:0046385,GO:1901137,GO:0072528,GO:0009221,GO:0019692,GO:0009197,GO:0009196,GO:0009139,GO:0009138,GO:0046072,GO:0009133,GO:0009132,GO:0006233,GO:0009186,GO:0009189,GO:0009211,GO:0009212,GO:0009202,GO:0009200,GO:0009148,GO:0009141,GO:0009142,GO:0009147,GO:0046075,GO:0006235
